timestamp,marker
1224283.146564722,Paradigm_Start_Dual-Task Paradigm_Subject_5
1224283.163119122,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224283.1634789219,DualTask_AudioNonTarget_Sound_Subject_5
1224284.2662445018,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224285.3756273817,DualTask_VisualTarget_RedCircle_Subject_5
1224285.3758572815,DualTask_AudioNonTarget_Sound_Subject_5
1224286.4603774617,Missed_Target_Audio_Subject_5
1224286.4761616616,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224287.5785801413,DualTask_VisualTarget_RedCircle_Subject_5
1224287.5790748412,DualTask_AudioNonTarget_Sound_Subject_5
1224288.6675887215,Missed_Target_Audio_Subject_5
1224288.6830246213,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224289.798779801,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224289.7993067012,DualTask_AudioNonTarget_Sound_Subject_5
1224290.9149497806,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224292.0167305605,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224292.0170442606,DualTask_AudioTarget_Sound_Subject_5
1224292.5019345516,Correct_Response_Subject_5
1224293.1321001402,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224294.23853632,DualTask_VisualTarget_RedCircle_Subject_5
1224294.23873562,DualTask_AudioTarget_Sound_Subject_5
1224294.78487711,Correct_Response_Subject_5
1224295.3417217,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224296.4457489797,DualTask_VisualTarget_RedCircle_Subject_5
1224296.4460455799,DualTask_AudioNonTarget_Sound_Subject_5
1224296.8890574719,Correct_Response_Subject_5
1224297.5503474597,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224298.6671644393,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224298.6674307392,DualTask_AudioNonTarget_Sound_Subject_5
1224299.7693394192,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224300.882643599,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224300.883096399,DualTask_AudioNonTarget_Sound_Subject_5
1224301.984397379,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224303.0990765586,DualTask_VisualTarget_RedCircle_Subject_5
1224303.0994216586,DualTask_AudioNonTarget_Sound_Subject_5
1224304.182964139,Missed_Target_Audio_Subject_5
1224304.1976674388,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224305.3019660185,DualTask_VisualTarget_RedCircle_Subject_5
1224305.3022055184,DualTask_AudioNonTarget_Sound_Subject_5
1224306.4009616983,Missed_Target_Audio_Subject_5
1224306.416406898,DualTask_VisualTarget_RedCircle_Subject_5
1224306.8947935894,Correct_Response_Subject_5
1224307.5183458782,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224307.518559378,DualTask_AudioNonTarget_Sound_Subject_5
1224308.629959358,DualTask_VisualTarget_RedCircle_Subject_5
1224309.162031548,Correct_Response_Subject_5
1224309.7350797376,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224309.7352319376,DualTask_AudioNonTarget_Sound_Subject_5
1224310.8500843174,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224311.9510846974,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224311.9513027973,DualTask_AudioTarget_Sound_Subject_5
1224312.6309693847,Correct_Response_Subject_5
1224313.0616254772,DualTask_VisualTarget_RedCircle_Subject_5
1224313.720291365,Correct_Response_Subject_5
1224314.1674630567,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224314.1677853568,DualTask_AudioNonTarget_Sound_Subject_5
1224315.2819328366,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224316.3810914166,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224316.3813659165,DualTask_AudioNonTarget_Sound_Subject_5
1224317.4878699963,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224318.598433776,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224318.598735076,DualTask_AudioTarget_Sound_Subject_5
1224319.1169757666,Correct_Response_Subject_5
1224319.7139345556,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224320.8319564355,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224320.8321158355,DualTask_AudioNonTarget_Sound_Subject_5
1224321.9381407152,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224323.046021995,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224323.046358095,DualTask_AudioNonTarget_Sound_Subject_5
1224324.1568518747,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224325.2650389548,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224325.2653128547,DualTask_AudioTarget_Sound_Subject_5
1224325.7984848449,Correct_Response_Subject_5
1224326.3812217342,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224327.4970520139,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224327.497247114,DualTask_AudioNonTarget_Sound_Subject_5
1224328.6099827937,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224329.7162093734,DualTask_VisualNonTarget_BlueCircle_Subject_5
1224329.7167516735,DualTask_AudioNonTarget_Sound_Subject_5
1224330.8291123533,DualTask_VisualNonTarget_BlueCircle_Subject_5
